provider,version,path,implementation,type,optional,required,computed,forceNew,maxItems,minItems,deprecated,default,configMode,conflictsWith,exactlyOneOf,atLeastOneOf,requiredWith,defaultFunc
postgresql,,postgresql.postgresql_sequences.sequences.Elem.schema_name,sdkv2,String,false,false,true,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_server.drop_cascade,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_server.fdw_name,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_server.options,sdkv2,Map,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_server.options.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_server.server_name,sdkv2,String,false,true,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_server.server_owner,sdkv2,String,true,false,true,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_server.server_type,sdkv2,String,true,false,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_server.server_version,sdkv2,String,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_subscription.conninfo,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_subscription.create_slot,sdkv2,Bool,true,false,false,true,0,0,,true,auto,,,,,
postgresql,,postgresql.postgresql_subscription.database,sdkv2,String,true,false,true,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_subscription.name,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_subscription.publications,sdkv2,Set,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_subscription.publications.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_subscription.slot_name,sdkv2,String,true,false,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.database,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.like_all_patterns,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.like_all_patterns.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.like_any_patterns,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.like_any_patterns.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.not_like_all_patterns,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.not_like_all_patterns.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.regex_pattern,sdkv2,String,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.schemas,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.schemas.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.table_types,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.table_types.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.tables,sdkv2,List,false,false,true,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.tables.Elem.object_name,sdkv2,String,false,false,true,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.tables.Elem.schema_name,sdkv2,String,false,false,true,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_tables.tables.Elem.table_type,sdkv2,String,false,false,true,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_user_mapping.options,sdkv2,Map,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_user_mapping.options.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_user_mapping.server_name,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_user_mapping.user_name,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.scheme,sdkv2,String,true,false,false,false,0,0,,postgres,auto,,,,,
postgresql,,postgresql.ssl_mode,sdkv2,String,true,false,false,false,0,0,Rename PostgreSQL provider `ssl_mode` attribute to `sslmode`,<nil>,auto,,,,,
postgresql,,postgresql.sslmode,sdkv2,String,true,false,false,false,0,0,,<nil>,auto,,,,,github.com/cyrilgdn/terraform-provider-postgresql/postgresql.Provider.EnvDefaultFunc.func8
postgresql,,postgresql.sslrootcert,sdkv2,String,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.superuser,sdkv2,Bool,true,false,false,false,0,0,,<nil>,auto,,,,,github.com/cyrilgdn/terraform-provider-postgresql/postgresql.Provider.EnvDefaultFunc.func7
postgresql,,postgresql.username,sdkv2,String,true,false,false,false,0,0,,<nil>,auto,,,,,github.com/cyrilgdn/terraform-provider-postgresql/postgresql.Provider.EnvDefaultFunc.func5
